date,directional_bias,directional_bias_score,volatility_potential,volatility_potential_score,directional_volatility_score,leverage_fuel_score,new_oi_addition_score,oi_zone_reactivation_score,oi_anchor_direction_score,estimated_oi_anchor_price,volatility_trigger_score,realized_volatility_regime_score,cascade_activation_score,liquidation_impulse_score,funding_crowding_score,signal_confidence_score,heatmap_open_interest_usd,heatmap_oi_venue_count,heatmap_liquidation_dominance_pct,heatmap_liquidated_interest_long_usd,heatmap_liquidated_interest_short_usd,liquidation_pressure_downside_score,liquidation_pressure_upside_score,liquidation_pressure_net_score,liquidation_wall_downside_distance_bps,liquidation_wall_downside_amount_score,liquidation_wall_upside_distance_bps,liquidation_wall_upside_amount_score,oi_area_downside_distance_bps,oi_area_downside_amount_score,oi_area_upside_distance_bps,oi_area_upside_amount_score,cascade_closeness_amount_score,cascade_closeness_amount_direction_score,cascade_threshold_state,btc_forward_jump_1d_pct,btc_forward_jump_3d_pct,btc_forward_jump_7d_pct,btc_forward_abs_jump_7d_pct,btc_forward_jump_direction,regime
2020-07-15,neutral,-1.44407144782,low,19.7517934683,0,100,13.1169800565,88.7684445586,-5.68059597805,9445.11432955,0,18.5061908983,-0,0,-6.64759633574,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,-0.709990975612,-0.709990975612,3.48961108151,3.48961108151,upside,high-fuel neutral
2020-07-16,neutral,-2.60863292127,low,16.8075329585,0,100,0,85.5864753142,-5.63537413785,9438.28292815,0,11.4313743372,-0,0,-17.7231844031,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,0.215615418309,0.859724047306,5.17312746386,5.17312746386,upside,high-fuel neutral
2020-07-17,neutral,2.99834214217,low,16.5668291116,0,100,29.1332607602,86.8427506764,-4.26287814548,9429.22625077,0,10.7994368869,0,0,32.698428095,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,0.219740834753,0.642722819501,4.94684588311,4.94684588311,upside,high-fuel neutral
2020-07-18,neutral,0.154555216633,low,16.0205383717,0,100,41.5872484869,88.2894560741,-3.79135312936,9418.36104228,0,10.0430840671,0,0,5.89422022836,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,0.422054558538,2.35733443817,5.77520225038,5.77520225038,upside,high-fuel neutral
2020-07-19,neutral,-4.39129625129,low,15.9449854665,0,100,34.8032957988,90.166869149,-5.05415674414,9413.87164115,0,9.09665351736,0,0,-34.5839172775,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,-0.536126663996,3.34118306152,7.91682545266,7.91682545266,upside,high-fuel neutral
2020-07-20,neutral,-2.47169493577,low,15.6416706625,0,100,47.645052974,88.6736500116,-5.59424533003,9395.32320026,0,8.73864442307,-0,0,-16.2719021871,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,2.47655038189,4.83870439564,20.5918920483,20.5918920483,upside,high-fuel neutral
2020-07-21,neutral,0.226449457998,low,28.636614418,0,100,15.7376857878,94.2763007535,-5.51722832255,9419.38976359,54.3764498818,19.6648605565,0,0,9.03200592956,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,1.38730146218,2.30506784718,17.677548277,17.677548277,upside,high-fuel neutral
2020-07-22,neutral,2.27742039863,low,22.627659967,0,100,75.3244171176,94.5554164274,-3.36503733539,9439.79591809,9.55788810963,21.5827287432,0,0,25.3296593338,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,0.905208415413,1.92514380269,16.7549707142,16.7549707142,upside,high-fuel neutral
2020-07-23,neutral,-1.61399675985,low,21.2422167164,0,100,73.6286485018,91.5902548348,-3.82567689378,9461.60271032,0,21.9494754526,0,0,-10.2724848215,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,-0.673752994718,3.49089636948,15.7075759989,15.7075759989,upside,high-fuel neutral
2020-07-24,neutral,-1.17452091455,low,21.4158172064,0,100,71.778373276,93.5994340444,-3.92788710543,9459.29876587,0,22.4340432985,-0,0,-5.9732201858,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,1.69596528193,15.8063670765,18.9102382675,18.9102382675,upside,high-fuel neutral
2020-07-25,neutral,-0.637230913889,low,28.8503624379,0,100,71.022509498,86.5859127816,-3.81901032604,9497.61962007,39.6051707913,25.4597943663,0,0,-1.49131963968,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,2.45529294985,13.8750851673,21.7485149188,21.7485149188,upside,high-fuel neutral
2020-07-26,neutral,-10.6475307664,elevated,37.1587100265,0,100,100,73.8665127669,-12.3089557057,9568.77103071,73.3077466961,30.7510352963,0,0,-86.4653193869,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,11.1461222634,11.8045935034,18.8308689708,18.8308689708,upside,high-fuel neutral
2020-07-27,neutral,-11.6499537221,elevated,55.3413964194,0,30.6642079364,97.0319570993,15.9122265421,-54.6114821084,10262.202434,100,82.1561484861,0,0,-96.2834048696,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,-1.15536615259,-1.15536615259,6.91409340326,6.91409340326,upside,neutral
2020-07-28,downside,-13.0223223124,elevated,47.3291115409,-47.3291115409,100,100,55.6048777271,-32.6063577002,9881.08110393,0,80.6838470875,-0,0,-96.4027580076,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,1.76823315879,3.88042425142,8.16378111968,8.16378111968,upside,elevated downside volatility potential
2020-07-29,neutral,-11.8317035218,elevated,47.7895541576,0,100,88.0364795584,51.8430993761,-40.3870743634,10048.4542398,2.47699497436,81.0728905988,0,0,-81.6355955906,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,-0.00962833718618,6.28442467986,6.28442467986,6.28442467986,upside,high-fuel neutral
2020-07-30,downside,-13.9927404539,elevated,47.4641234156,-47.4641234156,100,93.0801748373,54.8031577577,-45.9233877945,10149.5749567,0,80.8221204201,-0,0,-96.0057893956,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,2.0853206815,6.29465908805,6.29465908805,6.29465908805,upside,elevated downside volatility potential
2020-07-31,neutral,-10.0800859571,elevated,49.3761099196,0,100,84.3868708515,49.7937725283,-51.3837694611,10338.3710892,10.4789936049,82.1798140155,0,0,-59.2195728566,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,4.12335326808,4.12335326808,4.12335326808,4.12335326808,upside,high-fuel neutral
2020-08-01,downside,-14.1287640243,elevated,59.0061317195,-59.0061317195,96.4440658381,100,40.3693617016,-63.9957199365,10673.8659009,60.922314561,86.5180684172,0,0,-96.3756709073,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,-6.19485210076,-6.19485210076,-6.19485210076,6.19485210076,downside,elevated downside volatility potential
2020-08-02,downside,-29.3967808313,high,71.087934011,-71.087934011,100,100,62.5332198713,-51.8372371281,10398.8592541,100,96.7249070074,-51.8372371281,0,-73.4600457629,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,1.32990725397,6.07217510912,6.23517561816,6.23517561816,upside,high downside volatility potential
2020-08-03,neutral,-9.80738290351,elevated,38.1205661985,0,100,40.077796994,66.1453153464,-50.0510716287,10391.2695768,0,59.8032408672,0,0,-46.6671820743,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,-0.240668313282,4.84088902982,5.96611582541,5.96611582541,upside,high-fuel neutral
2020-08-04,neutral,-8.55158751702,elevated,37.8200744825,0,100,16.832825016,67.1251682649,-49.4560511431,10392.0556086,0,59.3311204107,-0,0,-34.918089169,57.4038461538,,0,0,0,0,0,0,0,,,,,,,,,0,0,none,4.93256726532,5.09381654546,6.22175793858,6.22175793858,upside,high-fuel neutral
2020-08-05,neutral,-6.33816340949,elevated,51.1163501765,0,100,6.74699221514,53.4441567684,-56.4395972263,10579.9834062,62.9293040865,67.8438274896,0,0,-18.4684758079,57.4038461538,66460269.869,1,0,0,0,0,0,0,,,,,,,,,0,0,none,0.153669432036,-1.33112103808,-3.06198681132,3.06198681132,downside,high-fuel neutral
2020-08-06,neutral,-6.12782289847,elevated,41.3371636832,0,100,4.97588896633,54.5306749623,-55.4389954281,10565.7578082,0,67.970148012,0,0,-16.4307563794,57.4038461538,61025702.944,1,0,0,0,0,0,0,,,,,,,,,0,0,none,-1.48251230188,-1.48251230188,-3.21072234456,3.21072234456,downside,high-fuel neutral
2020-08-07,neutral,-10.277079226,elevated,53.034132395,0,100,18.5817640022,59.0273296358,-53.1497324342,10534.8104362,0,67.2844081316,-0,0,-26.6833711542,63.6538461538,64043245.196,1,0,0,0,,,,-1941.8034348,,1928.22499057,,,,,,,,,1.46308315066,2.59424321709,2.59424321709,2.59424321709,upside,high-fuel neutral
2020-08-08,neutral,-1.61356817882,elevated,48.9683682173,0,100,0,55.2492887892,-54.7647706387,10579.3593215,0,61.4672934535,0,35,-17.0809261456,51.2371794872,61615677.3109,1,-88.0483933357,534.999761748,8417.76745646,,,,-2058.43901207,,1755.57402626,,,,,,,,,-0.677646586864,-3.17090666785,-3.17090666785,3.17090666785,downside,high-fuel neutral
2020-08-09,neutral,-10.434688584,elevated,38.1054045741,0,100,0,56.3245605841,-54.4980926944,10571.0272943,0,40.1126103922,-0,0,-28.6368422444,63.8205128205,62176363.767,1,0,0,0,,,,-2004.20176025,,1835.85925353,,,,,,,,,1.80472514524,-2.51027084569,-2.51027084569,2.51027084569,downside,high-fuel neutral
2020-08-10,neutral,-4.68971672858,elevated,38.0835843101,0,100,27.4479672447,52.0645186989,-56.124777253,10664.9389803,0,41.1174775222,0,35,-38.9699846604,52.1730769231,61315965.282,1,-90.0859930415,3700.9883485,70960.8182041,,,,-2142.05548131,,1631.79992247,,,,,,,,,-4.2385026675,-4.2385026675,-4.2385026675,4.2385026675,downside,high-fuel neutral
2020-08-11,downside,-33.9302475884,elevated,57.1690902127,-57.1690902127,100,42.6545185007,64.9468263743,-50.934797511,10535.3638763,50.8054381712,52.0272323992,-25.8776470571,-35,-57.7946634136,77.2564102564,62480616.948,1,100,122915.531812,0,,,,-1798.31731084,,2140.62174159,,,,,,,,,1.54239930341,3.48786585023,7.94741166227,7.94741166227,upside,elevated downside volatility potential
2020-08-12,neutral,-8.56685713021,elevated,37.7245248435,0,100,31.8569667166,64.1349244769,-49.8359036968,10574.979086,0,39.75970751,0,-12.3785281207,2.00861555731,77.3397435897,64416414.794,1,7.0734446404,3920.95501532,3402.90577666,,,,-1921.94879642,,1957.61501497,,,,180.518461867,,,,,1.91591547981,2.5127157177,6.30772209717,6.30772209717,upside,high-fuel neutral
2020-08-13,downside,-21.5558227612,elevated,40.3494919518,-40.3494919518,100,0.602491290072,58.9170442137,-51.8908882078,10642.3404421,0,42.1707448648,0,-35,-56.2753816767,77.4230769231,70949833.012,1,29.0936331307,24041.1603713,13204.9218533,,,,-902.834480914,,854.015043989,,,,,,,,,-0.187531806616,1.11306191688,4.30924512299,4.30924512299,upside,elevated downside volatility potential
2020-08-14,neutral,-7.51582864465,elevated,38.1744268887,0,100,0,59.50530484,-51.6466284264,10633.9041066,0,40.7688073168,-0,35,-55.7955460513,52.5064102564,65748036.336,1,-71.8606620719,5335.55492183,32586.8363972,,,,-886.515398724,,873.485676157,,-182.095509607,,,,,,,0.774565363884,4.50522566067,4.50522566067,4.50522566067,upside,high-fuel neutral
2020-08-15,neutral,-7.62036096807,elevated,37.6418394474,0,100,4.15878275146,57.3614068623,-52.5091674353,10666.2691735,0,39.7814606375,0,35,-57.3090768903,52.5897435897,71692348.672,1,-100,0,71696.8285885,,,,-956.562731511,,498.831848565,,-257.557097922,,,,,,,0.524410070292,3.70198599549,3.70198599549,3.70198599549,upside,high-fuel neutral
2020-08-16,downside,-24.5879753204,elevated,39.2877906944,-39.2877906944,100,31.2273062383,56.4249361949,-53.9037071119,10724.301428,0,39.6890784771,0,-35,-76.6996590102,77.6730769231,66583158.603,1,80.8559341659,5675.26972109,600.741898062,,,,-998.658415837,,449.961546469,,-302.906536283,,,,,,,3.16099932641,3.16099932641,-3.21023921189,3.21023921189,downside,elevated downside volatility potential
2020-08-17,downside,-13.0443979477,elevated,44.7272952029,-44.7272952029,100,25.3294053598,48.4062054577,-57.9535652165,10867.8354725,21.1911246794,43.9720554041,0,35,-96.2251571865,52.7564102564,73627500.492,1,-100,0,903031.729018,,,,-997.93438947,,405.626035097,,-604.536059734,,,,,,,-2.74246507173,-4.34369323292,-6.17601475355,6.17601475355,downside,elevated downside volatility potential
2020-08-18,downside,-31.448151119,elevated,40.9887828483,-40.9887828483,100,35.724994774,57.3490611274,-56.4162202213,10802.219216,13.8530013769,36.4970317473,-7.81533976404,-35,-96.4027580076,77.8397435897,53572806,1,99.5422859662,288616.076486,662.033252456,,,,-736.535496846,,707.781033773,,-331.713801384,,,,,,,-1.64637954516,-3.53036881343,-5.29747617005,5.29747617005,downside,elevated downside volatility potential
2020-08-19,downside,-22.2461901366,elevated,37.4872226602,-37.4872226602,100,23.1474888902,63.3799937926,-53.935561035,10738.8123068,0,36.8410975392,-0,-35,-56.0621272629,77.9230769231,49096905.858,1,100,281342.041439,0,,,,-588.551295033,,878.838247727,,-366.177544954,,389.482405211,,,,,0.799481803182,-1.91552609813,-3.71221375279,3.71221375279,downside,elevated downside volatility potential
2020-08-20,neutral,-5.8021210805,low,34.5956335995,0,100,12.5874231202,62.0275551524,-53.8509490062,10771.3189428,0,34.5734936207,0,0,5.85576225649,65.5064102564,53173095.924,1,0,0,0,,,,-955.006805726,,1956.28315647,,-443.283874631,,306.327991763,,,,,-2.69347406628,-2.69347406628,-4.47591145833,4.47591145833,downside,high-fuel neutral
2020-08-21,downside,-20.4809350321,elevated,41.309145564,-41.309145564,100,0,68.3594286136,-51.2130036154,10677.8140579,11.1156396964,40.0689529483,-5.6926529596,-35,-26.1163858053,78.0897435897,52952974.272,1,100,413976.275993,0,,,,-702.193027543,,2290.4694906,,-176.167088716,,594.396944699,,,,,1.14347321539,1.86132895611,1.86132895611,1.86132895611,upside,elevated downside volatility potential
2020-08-22,downside,-14.0099201233,elevated,38.7129393302,-38.7129393302,100,0,66.6510710039,-51.8645249538,10702.4875269,0,40.5671769415,0,-35,-0.641785685015,78.1730769231,58760582.355,1,100,172925.481238,0,,,,-808.888519989,,966.103899695,,,,91.9618672849,,,,,-0.141125421684,-2.94161246291,-2.94161246291,2.94161246291,downside,elevated downside volatility potential
2020-08-23,downside,-15.6374804188,elevated,38.7923949702,-38.7923949702,100,0,66.9973234579,-51.715802476,10697.3236895,0,40.4157216878,-0,-35,-11.3855981737,78.2564102564,58847227.12,1,100,5828.42955729,0,,,,-797.452865582,,979.748013866,,,,104.518366948,,,,,0.852067959499,-2.80444482581,-2.80444482581,2.80444482581,downside,elevated downside volatility potential
2020-08-24,neutral,-0.351982002412,low,33.6012745938,0,100,0,64.8789321013,-52.6072479277,10728.4190034,0,33.7565025338,0,35,-3.50518579823,53.3397435897,58166256.408,1,-100,0,3925.22771991,,,,-875.512876413,,886.613011527,,,,396.90744177,,,,,-3.62562003863,-3.62562003863,-3.62562003863,3.62562003863,downside,high-fuel neutral
2020-08-25,downside,-27.4960844088,elevated,44.5815082077,-44.5815082077,100,0,73.0369681341,-48.8571752756,10599.0960572,28.8107682074,38.3086293188,-14.0761275213,-35,-46.8337807785,78.4230769231,54882263.7,1,100,1947801.47507,0,,,,-530.111761191,,1298.71817692,,,,790.47514334,,,,,1.22757935124,1.76284102737,5.32357155406,5.32357155406,upside,elevated downside volatility potential
2020-08-26,neutral,-9.03577383698,elevated,36.4745849416,0,100,0,71.55348399,-49.5907609132,10626.088526,0,37.4018319235,0,0,-12.9266026858,66.0064102564,57915848.378,1,0,0,0,,,,-642.484573379,,863.45579316,,,,662.431812087,,,,,-1.13978277061,-1.13978277061,4.04632040899,4.04632040899,upside,high-fuel neutral
2020-08-27,downside,-17.46665062,elevated,37.6038868937,-37.6038868937,100,0,64.2350275449,-53.7777348668,10744.6131427,0,37.9222215122,-0,-35,-23.7188137268,78.5897435897,53952370.5629,1,90.2113163012,46054.4402227,2370.06060961,,,,-534.290882215,,989.061504449,,,,785.713239041,,,,,1.68779051354,3.34002909436,-10.5372223443,10.5372223443,downside,elevated downside volatility potential
2020-08-28,neutral,-6.57927923197,low,34.5608643632,0,100,0,60.4040220749,-56.0746799287,10827.3853592,0,34.3689753454,0,0,1.29995451023,66.1730769231,54951828.512,1,0,0,0,,,,-693.80223317,,803.879388193,,,,603.957845085,,,,,-0.522172145903,1.6248151056,-12.0221049116,12.0221049116,downside,high-fuel neutral
2020-08-29,downside,-14.1322508799,low,34.8678626935,-34.8678626935,100,0,61.6083171895,-55.3985049808,10802.5535101,0,33.5538865555,-0,-35,-2.04155697721,78.7564102564,55833191.52,1,100,251.612941643,0,,,,-647.951698727,,857.108822642,,,,656.202289764,,,,,2.15825706875,4.04232793159,-11.5602974188,11.5602974188,downside,low downside pressure
2020-08-30,neutral,-3.92969187007,elevated,37.5098720945,0,100,0,56.4264241545,-58.0812476424,10902.7526001,8.46334517574,37.134970677,0,35,-29.1670509352,53.8397435897,59951148.34,1,-100,0,13551.2954122,,,,-842.478264197,,631.2763609,,,,434.548768995,,,,,-0.478310827769,-2.70766782709,-13.4287280159,13.4287280159,downside,high-fuel neutral
2020-08-31,neutral,-3.96904919051,elevated,35.6243938947,0,100,0,57.6778202068,-57.4769373412,10879.8785298,0,36.7772526829,-0,35,-28.9250684967,53.9230769231,59985116.88,1,-73.5015515287,4393.16890841,28764.7641922,,,,-800.697170939,,679.781443597,,,,482.156284194,,,,,2.33374020317,-13.012658141,-13.012658141,13.012658141,downside,high-fuel neutral
2020-09-01,neutral,-11.6584614357,low,33.6522398169,0,86.7493237719,0,49.6212408185,-61.5335826861,11032.3178268,15.3149286866,29.8381988549,0,35,-83.6781065728,54.0064102564,56502714.45,1,-99.9705186042,46.9696037082,318591.97203,,,,-1008.46914236,,438.571942604,,,,245.410270244,,,,,-4.46950507033,-14.9964208419,-15.0975090066,15.0975090066,downside,high-fuel neutral
2020-09-02,downside,-47.8968090854,elevated,61.7304933569,-61.7304933569,97.2674961634,13.4889809508,55.7747922458,-60.0013045009,10940.0454807,89.6095726825,44.4159517953,-52.2977296184,-35,-71.1314011404,79.0897435897,52676459.008,1,100,328209.056953,0,,,,-582.913965447,,932.613324442,,,,730.309610425,,,,,-11.0194297427,-11.0194297427,-11.1252474344,11.1252474344,downside,elevated downside volatility potential
2020-09-03,downside,-17.8605606505,high,90.3930164613,-90.3930164613,100,0,72.7055030794,-35.0970792545,10147.8582625,100,97.4672007204,-35.0970792545,-35,66.9108441447,79.1730769231,45605747.235,1,100,3705734.45492,0,,,,-786.10776448,,2277.39716533,,,,1611.98383687,,,,,3.02650210826,3.02650210826,3.02650210826,3.02650210826,upside,high downside volatility potential
2020-09-04,neutral,-5.85014536249,high,72.9307671485,0,100,0,84.0154443363,-39.973837254,10316.2882546,13.8654607724,99.2230190141,0,-35,52.4446268997,79.2564102564,46472294.9779,1,100,481799.773879,0,,,,-1056.77466771,,1916.73687265,,,,1270.87069759,,,,,-2.6731431853,-2.6731431853,-3.0530245023,3.0530245023,downside,high-fuel neutral
2020-09-05,downside,-13.1704562653,high,73.3658528544,-73.3658528544,100,0,83.5124312485,-36.8824076881,10221.2181072,10.2440361393,100,-3.7782471726,-35,11.266893567,79.3397435897,40283020.314,1,98.3875471613,60799.552001,494.166149115,,,,-806.704355479,,2249.95246319,,,,1586.02658931,,,,,0.879364245809,2.0656504119,2.65097539413,2.65097539413,upside,high downside volatility potential
2020-09-06,neutral,-0.759815626085,high,69.9951013081,0,100,0,83.8470793313,-37.9156336049,10252.638298,0,99.8529449919,0,0,37.322764343,66.9230769231,33719530.203,1,0,0,0,,,,-889.972576776,,2138.99859072,,,,1481.08622153,,,,,1.17594532337,-1.25861146232,1.75616803452,1.75616803452,upside,high-fuel neutral
2020-09-07,neutral,-5.90841184176,high,70.5908411842,0,100,0,83.705698399,-39.2604678992,10293.379083,0,100,0,0,4.42825285461,67.0064102564,32431976.46,1,0,0,0,,,,-996.45227676,,1997.11571068,,,,1346.893144,,,,,-2.40626047813,-2.40626047813,2.74926869877,2.74926869877,upside,high-fuel neutral
2020-09-08,neutral,-4.18669556926,high,71.311370955,0,100,0,83.6691807843,-36.4632028183,10209.2181928,4.46350699013,100,-1.62753760662,0,17.6492598058,67.0897435897,28120292.592,1,0,0,0,,,,-772.750605172,,2295.1954145,,,,1628.81745225,,,,,0.891201715467,2.55493621298,6.39509054183,6.39509054183,upside,high-fuel neutral
2020-09-09,neutral,-3.54070292862,high,67.2250364046,0,100,0,84.029151517,-37.4943308145,10240.3681707,0,94.3108474758,0,0,18.4035378764,67.1730769231,33537762.369,1,0,0,0,,,,-856.623280895,,494.514227946,,,,1523.11530923,,,,,1.1411751697,2.14290816681,7.13239373773,7.13239373773,upside,high-fuel neutral
2020-09-10,neutral,2.77819819193,elevated,36.2490915581,0,100,0,83.7833507622,-38.7848126959,10278.8973646,0,38.1295849799,0,35,15.1816088308,54.7564102564,34420143.884,1,-100,0,49060.1244406,,,,-960.129033427,,375.71319568,,,,1392.67020582,,,,,0.502132855259,0.99043045073,5.92361969096,5.92361969096,upside,high-fuel neutral
2020-09-11,neutral,-9.60472218308,low,33.1600086395,0,100,0,82.9113065437,-39.4019128688,10296.0951429,0,31.2718844021,0,-35,26.1933731297,79.8397435897,37595829.596,1,71.477676782,713.205912138,118.629374556,,,,-1004.25356005,,325.068287716,,,,1337.06142759,,,,,0.485857943108,2.6597521518,5.39439978205,5.39439978205,upside,high-fuel neutral
2020-09-12,neutral,-5.28983850136,low,28.8455514371,0,100,12.738559557,82.7134965034,-39.3571193099,10315.4329925,0,24.2119410671,0,-8.78967315571,19.8588402042,67.4230769231,37263049.629,1,5.02267037469,2541.0007772,2297.95593212,,,,-1048.44684452,,274.344461397,,,,1281.36599597,,,,,-1.05917833206,3.24287143093,6.08778457754,6.08778457754,upside,high-fuel neutral
2020-09-13,neutral,-0.0134745049806,low,28.5461152455,0,100,21.1004342892,83.0201403344,-36.5723035993,10276.7281414,0,24.6268505364,-0,-4.42473554138,46.2929877175,67.5064102564,40443295.68,1,2.52842030936,8741.22488393,8310.09582803,,,,-952.618944764,,384.333067173,,,,1402.13493863,,,,,3.25705964143,6.00761833202,7.2234723637,7.2234723637,upside,high-fuel neutral
2020-09-14,neutral,8.42611429848,elevated,38.4364401771,0,100,22.0196854066,81.5413405226,-38.7025306041,10400.6836996,21.8532219411,33.1330624709,0,35,51.5855116842,55.0897435897,43202551.944,1,-99.6653550964,566.908853152,338245.27503,,,,-1238.00243136,,380.472877476,,,,1042.47494382,,,,,1.05662925141,2.66379722621,3.84129931265,3.84129931265,upside,high-fuel neutral
2020-09-15,neutral,8.39700436275,low,31.6990799763,0,100,32.6260790521,81.6352707669,-37.2628913271,10443.4329744,0,28.8352355273,0,35,49.872912059,55.1730769231,47975448.412,1,-100,0,502290.87674,,,,-1330.99983562,,590.556879053,,-517.808765254,,925.273187217,,,,,1.59036372646,1.59036372646,-3.35953782113,3.35953782113,downside,high-fuel neutral
2020-09-16,neutral,7.74371035653,low,32.5054479701,0,100,31.6977979101,80.1650453801,-36.6493096118,10509.4724825,0,30.4201398809,0,35,44.1313166193,55.2564102564,51139173.228,1,-98.6778287694,2761.07531755,414896.676349,,,,-1465.34824799,,426.429012417,,-664.759660865,,755.958032111,,,,,-0.117279874171,1.14694967287,-6.48747690253,6.48747690253,downside,high-fuel neutral
2020-09-17,neutral,-6.32428332386,low,31.7157140282,0,100,66.7664701457,80.6869757398,-32.5199502965,10533.5728171,0,29.2423376288,-0,-35,39.4905970493,80.3397435897,53241784.2559,1,90.4780710819,10014.9891403,500.645634259,,,,-1455.32706633,,438.671473185,,-653.798447445,,768.587417884,,,,,-0.0826678298689,1.2657139748,-6.37767675964,6.37767675964,downside,high-fuel neutral
2020-09-18,neutral,-4.32678595705,low,31.3888576471,0,100,51.1682132036,81.0676158512,-29.7931467409,10550.3052558,0,29.0112346389,-0,-23.4261384576,34.5930698963,80.4230769231,54651462.696,1,13.3863648329,1666.67270235,1273.13880816,,,,-1448.25752641,,447.308036018,,-646.065752995,,777.496940719,,,,,1.34949740488,-4.68191856522,-6.30021718259,6.30021718259,downside,high-fuel neutral
2020-09-19,neutral,6.82830405131,low,32.435891263,0,100,34.1042279556,79.4911691255,-29.2545458043,10608.8703378,0,30.4601106506,0,35,29.8617343183,55.5064102564,53225471.008,1,-100,0,206970.051353,,,,-1562.12641151,,308.199155919,,-770.616049889,,633.991501373,,,,,-1.43998323963,-5.95110594975,-7.54785646042,7.54785646042,downside,high-fuel neutral
2020-09-20,neutral,-4.60385782966,low,32.6897599685,0,100,46.787405536,82.1173434139,-25.5494254643,10573.0644303,0,31.3261348828,-0,-35,43.948293734,80.5897435897,53456360.3199,1,100,6476.0179717,0,,,,-1438.84724675,,458.804183223,,-635.772746924,,789.356425565,,,,,-4.57703119216,-6.1971105744,-6.1971105744,6.1971105744,downside,high-fuel neutral
2020-09-21,neutral,-7.61798697238,elevated,48.5520915165,0,100,34.0730474883,84.8933020438,-20.4688958546,10421.8182125,53.0781551138,40.3175669027,-10.8645122918,-35,51.6425858366,80.6730769231,52698618.24,1,99.9897391703,686388.106954,35.2163640568,,,,-1026.9733637,,961.973372597,,-185.263247606,,1308.42836069,,,,,1.04265785095,2.97837773999,3.39202264485,3.39202264485,upside,high-fuel neutral
2020-09-22,neutral,4.75739199708,elevated,37.6395336408,0,100,0,85.6980182142,-21.2148586274,10452.3347267,0,40.2978080748,0,0,55.9568978614,68.2564102564,46862091.108,1,0,0,0,,,,-1120.78523966,,847.367306218,,,,345.585722812,,,,,-2.71216688269,-2.71216688269,2.98061828396,2.98061828396,upside,high-fuel neutral
2020-09-23,neutral,-6.25769903313,elevated,41.8744042165,0,100,0,85.4958724265,-19.5235822567,10369.054231,11.2583489189,43.6308445988,-2.19803301194,-35,33.798581454,80.8397435897,46922787.66,1,100,409869.690538,0,,,,-873.252619745,,1149.76761086,,,,633.997480793,,,,,4.75692792767,4.77236076504,5.85148726644,5.85148726644,upside,high-fuel neutral
2020-09-24,neutral,5.84518604838,elevated,55.8231600189,0,100,0,85.0597470925,-22.4269814501,10507.5336066,47.8976576575,55.74383615,0,35,17.7363519251,55.9230769231,48849372.495,1,-100,0,3836.60529941,,,,-965.831467277,,643.465622202,,,,151.116199336,,,,,-0.386110106183,0.401681317903,-1.04700081679,1.04700081679,downside,high-fuel neutral
2020-09-25,neutral,-8.07861135904,elevated,46.5615945354,0,100,0,85.9453739999,-22.1718127671,10492.1332237,0,55.9158789083,-0,-35,18.2167874801,81.0064102564,58003841.9919,1,100,7709.44832318,0,,,,-1900.50680874,,1976.59896608,,,,189.995240414,,,,,0.402395841816,0.790844956386,1.43651290634,1.43651290634,upside,high-fuel neutral
2020-09-26,neutral,5.02209267819,elevated,45.8443039382,0,100,0,85.5866711111,-22.4191825755,10504.10704,0,55.1674448552,0,35,12.3977272635,56.0897435897,56790574.6769,1,-100,0,11050.5648332,,,,-1932.5982142,,1929.14588669,,,,149.620952648,,,,,0.386892276139,1.02997249802,-1.75770288538,1.75770288538,downside,high-fuel neutral
2020-09-27,neutral,-9.22607369344,elevated,45.8051818064,0,100,0,85.2685538104,-22.6580041425,10515.2237678,0,54.331953522,0,-35,10.9197119832,81.1730769231,58931393.7,1,100,1470.71363366,0,,,,-1965.18242754,,1880.96409968,,,,108.626661892,,,,,-0.710902674591,-0.710902674591,-2.13632986627,2.13632986627,downside,high-fuel neutral
