date,directional_bias,directional_bias_score,volatility_potential,volatility_potential_score,directional_volatility_score,leverage_fuel_score,new_oi_addition_score,oi_zone_reactivation_score,oi_anchor_direction_score,estimated_oi_anchor_price,volatility_trigger_score,realized_volatility_regime_score,cascade_activation_score,liquidation_impulse_score,funding_crowding_score,signal_confidence_score,heatmap_open_interest_usd,heatmap_oi_venue_count,heatmap_liquidation_dominance_pct,heatmap_liquidated_interest_long_usd,heatmap_liquidated_interest_short_usd,liquidation_pressure_downside_score,liquidation_pressure_upside_score,liquidation_pressure_net_score,liquidation_wall_downside_distance_bps,liquidation_wall_downside_amount_score,liquidation_wall_upside_distance_bps,liquidation_wall_upside_amount_score,oi_area_downside_distance_bps,oi_area_downside_amount_score,oi_area_upside_distance_bps,oi_area_upside_amount_score,cascade_closeness_amount_score,cascade_closeness_amount_direction_score,cascade_threshold_state,btc_forward_jump_1d_pct,btc_forward_jump_3d_pct,btc_forward_jump_7d_pct,btc_forward_abs_jump_7d_pct,btc_forward_jump_direction,regime
2024-07-23,neutral,-3.01064729863,elevated,59.9689391987,0,100,63.1061470568,93.0530730254,6.99247764862,66287.1271582,9.98998975283,57.0528445407,-0,-40.5741574981,4.05443681419,82.5641025641,11311647491,4,100,5618249.96185,0,86.3358649529,100,13.6641350471,-834.092911778,47.7898606248,736.589034049,75.4615294859,-192.81577502,96.5263671072,548.632188043,24.5735856122,100,5.20423284733,cascade-ready,-0.858056568623,2.98271750278,3.48790285877,3.48790285877,upside,high-fuel neutral
2024-07-24,neutral,-5.58633547302,elevated,56.2540462072,0,100,32.789295095,92.8992653456,7.04410608073,66207.0769433,0,55.5776693241,-0,-48.6605264428,0.472807764017,82.5641025641,10969436671,4,100,8409837.71003,0,90.6349260583,92.1613268195,1.52640076122,-755.496145348,45.8646783162,828.654246193,72.3787250835,-1162.44648445,83.2408213695,639.085688418,23.818471589,92.1613268195,1.52640076122,cascade-ready,0.646051769833,3.87401531427,4.38357296315,4.38357296315,upside,high-fuel neutral
2024-07-25,neutral,1.35897492708,elevated,57.8223713,0,100,31.9874896029,92.8372928374,7.36900391554,66249.9770476,0,55.9822173793,0,-57.6268733161,19.6309204289,70.0641025641,11288126852.4,4,99.9909929379,65624284.548,2955.54314213,76.6000899317,100,23.3999100683,-813.876391225,45.1852913158,760.269884268,71.2619318579,-1218.25678594,82.8170889429,132.803789581,100,100,23.3999100683,cascade-ready,3.20724309367,3.71352986788,3.71352986788,3.71352986788,upside,high-fuel neutral
2024-07-26,upside,15.6538434491,elevated,60.8041617582,60.8041617582,100,27.9519710072,91.6194258304,6.65625587264,66481.4829478,32.346746802,48.5712575013,2.15308223362,28.0280268368,23.0359671562,95.0641025641,11749879107,4,-100,0,9135781.60713,73.0208874406,100,26.9791125594,-1099.33801327,44.6662939794,425.891181601,75.067987105,-1491.1521626,82.1027648476,243.373473501,23.5071190879,100,26.9791125594,cascade-ready,-0.0128162633963,-1.66832394211,-9.4262880713,9.4262880713,downside,elevated upside volatility potential
2024-07-27,neutral,8.71781730208,elevated,54.967049705,0,100,0.762599111506,91.7904541161,6.64577301144,66474.8843468,0,47.9884847445,-0,26.4640809693,-5.26872912083,95.0641025641,12150268453.4,4,-98.3559358563,1583874.65379,191094088.654,83.5800510182,100,16.4199489818,-947.16842653,51.0644045453,425.484274111,78.3629044678,-313.361876268,39.4250576957,472.05303999,19.4150246444,100,16.4199489818,cascade-ready,0.503434314861,-2.5260115096,-10.5920104665,10.5920104665,downside,high-fuel neutral
2024-07-28,neutral,-3.49726167454,elevated,53.358094986,0,99.3278860775,7.91554358643,91.2227083275,6.33668326769,66516.0476529,0,45.3705032734,0,-49.3262392239,-13.2263320947,70.0641025641,12209646192.9,4,66.6260080533,393149.567844,78745.0330495,84.9936803919,100,15.0063196081,-992.406052066,49.3634800281,373.387408087,77.8108623736,-361.766676974,39.4250576957,419.723466622,18.9748563571,100,15.0063196081,cascade-ready,-2.14833872067,-5.29747638,-14.7635068276,14.7635068276,downside,high-fuel neutral
2024-07-29,neutral,6.08557046086,elevated,57.0435169975,0,100,4.84557315379,93.0107584406,7.21978120164,66396.0211447,9.12233450133,49.9901126325,-0,13.2539817951,29.7223345729,82.5641025641,12253524340.9,4,-86.543454608,4733028.44611,65612343.3893,100,100,0,-947.408970278,55.2352905431,603.854986086,82.3958813789,-1345.91115571,79.6027329636,651.2205019,18.7542374694,100,0,cascade-ready,-0.884943820225,-3.21827715356,-19.0964794007,19.0964794007,downside,high-fuel neutral
2024-07-30,neutral,-10.3633345783,elevated,53.4088519225,0,99.9525413714,10.1376026198,93.3314659221,7.3521948874,66335.001867,0,44.0700803845,-0,-65.7697112431,-7.92643633044,82.5641025641,11976805210.2,4,100,31220495.976,0,100,89.2614889714,-10.7385110286,-868.089192885,53.2902576726,696.767105307,79.5245563956,-1270.08309738,77.9260823757,274.467136813,100,100,-3.65912949255,cascade-ready,-2.35416638326,-7.06718481,-18.3741363648,18.3741363648,downside,high-fuel neutral
2024-07-31,downside,-13.4152876663,elevated,58.217136293,-58.217136293,98.1099631958,17.4070803638,91.4983896284,7.89631534782,66162.8910977,14.1057358848,50.0964647157,-0,-70.81009124,-8.71552098659,95.0641025641,11529191533.3,4,99.9901818965,39412984.8987,1934.89881399,100,70.5575370055,-29.4424629945,-647.327569201,50.6323777129,955.358732428,75.6404588634,-1059.0395742,74.2104911163,522.849769486,97.1898004484,100,-11.8491373586,cascade-ready,1.12551043469,-6.06360813476,-16.4061992081,16.4061992081,downside,elevated downside volatility potential
2024-08-01,neutral,-9.29028053123,elevated,55.1342721678,0,98.3328717215,0,92.9418824922,7.5052016119,66232.8381233,0,51.049551776,0,-72.994982962,-19.9549132353,82.5641025641,11842061979.1,4,100,163243424.294,0,84.1359803427,84.0007675008,-0.135212841873,-591.979236311,50.8011989618,834.529696741,74.168121501,-1157.65137257,73.6573269316,406.790969279,96.5450403153,95.4746662864,8.47021124727,cascade-ready,-5.88590960509,-10.997276856,-17.3365845744,17.3365845744,downside,high-fuel neutral
2024-08-02,downside,-17.5044870282,high,81.086248448,-81.086248448,83.4570666876,0,79.9455951419,8.99588579058,65809.813853,99.919419394,75.4521963447,-0,-80.6105637907,9.3315764923,95.0641025641,11037588783.3,4,100,190520581.131,0,100,52.7417638084,-47.2582361916,-169.038723202,45.8009064321,1515.60778685,68.4525295438,-601.805379827,68.382008156,1060.98063102,89.806061821,100,-28.3571335071,cascade-ready,-1.29969406526,-12.1668019329,-12.1668019329,12.1668019329,downside,high downside volatility potential
2024-08-03,downside,-14.8505853648,elevated,61.1337442458,-61.1337442458,77.6192234785,0,78.1103537246,8.74250853298,65732.2293745,0,76.7456939394,-0,-83.8006087368,6.5168640755,95.0641025641,10557562397.7,4,100,152791038.354,0,81.6820306379,46.8816782762,-34.8003523618,-1179.70776138,62.3925431254,1664.28766124,64.5889254964,-480.463769246,65.3891753595,1203.79074069,85.7267722515,81.6820306379,-15.965953042,cascade-ready,-4.18574069863,-11.0102068729,-11.0102068729,11.0102068729,downside,elevated downside volatility potential
2024-08-04,downside,-15.4504373806,high,71.2164774826,-71.2164774826,54.4561603748,0,58.3901508917,9.6771022626,65277.580442,58.0191550653,89.2424623374,-0,-92.9691623508,34.1158538197,95.0641025641,10176464585.7,4,100,146355312.39,0,74.1089457731,37.5719107047,-36.5370350684,-792.988646662,59.9357695416,2175.69962766,61.6180949244,-1095.014727,4.43867165187,1695.01256413,82.1640868009,74.1089457731,-23.432351996,cascade-ready,-7.12259972998,-7.12259972998,-7.12259972998,7.12259972998,downside,high downside volatility potential
2024-08-05,downside,-12.0283820021,high,72.4957211346,-72.4957211346,29.600411588,0,33.8398913648,8.28840136292,64257.1076516,100,100,-0,-93.4094897444,43.3440652155,95.0641025641,8568319279.27,4,100,808849893.607,0,24.619336351,24.7476199052,0.128283554206,-1686.41801169,51.0556950953,3107.34676067,51.1250247743,-1071.93652336,1.7848993914,2589.87899965,70.089132311,43.6102690121,-13.080227531,watch,3.68145532386,14.1782601369,14.1782601369,14.1782601369,upside,high downside volatility potential
2024-08-06,neutral,0.895988956226,elevated,61.2073204755,0,43.7989942962,0,53.3198489005,8.62457211558,65049.9204357,30.2141556227,100,1.14133243162,-51.4708199388,67.2166605446,82.5641025641,8310041050.35,4,0,0,0,26.4588850675,31.9496445113,5.49075944383,-1982.77549807,57.0831398019,2640.10407941,47.8285203982,-1390.19867004,1.69340435174,2141.08269267,65.185014504,38.1797396686,0.058558252247,watch,-1.58649930703,10.1240909286,10.1240909286,10.1240909286,upside,neutral
2024-08-07,downside,-13.5698018353,elevated,57.2811812368,-57.2811812368,36.4569022618,0,47.2938175539,8.59207166125,64864.0956025,0,100,-0,-69.159465977,-21.9123157265,82.5641025641,8401899537.88,4,11.6971478439,3077497.65558,2432934.28469,32.3886670237,32.4404856663,0.0518186425707,-1855.08834753,55.9879760419,2841.41799696,46.9401283694,-1253.07378371,1.67791779661,2334.44889479,64.8330010391,41.1694505866,-6.53376902961,watch,11.8993737172,11.8993737172,11.8993737172,11.8993737172,upside,elevated downside volatility potential
2024-08-08,neutral,10.8129240715,high,81.3182202407,0,61.5658266377,0,85.1112661862,8.21075368639,65882.1535722,100,100,5.05501838021,5.88451590275,40.0684588977,82.5641025641,9361482010.63,4,-99.9269022214,25886.2261919,70800414.3323,44.3702506579,65.0332244793,20.6629738214,-930.375441853,48.2564491969,972.319377246,31.8382420234,-2183.14543738,1.67791779661,1022.91144757,64.8330010391,67.143683848,10.6929373574,cascade-ready,-1.38047804242,-4.81140062083,-6.72853301503,6.72853301503,downside,neutral
2024-08-09,neutral,-6.83892374866,elevated,63.7842780633,0,58.7825878744,0,86.5345619343,7.48167525928,65832.3476724,0,100,-0,-64.9996094376,3.45514871096,82.5641025641,8797014246.11,4,100,30901822.3043,0,39.9387933984,53.2775428009,13.3387494025,-802.86367849,44.8802645508,1126.58152812,29.5975554721,-794.711766203,30.7613743547,1177.88488303,60.718149058,61.2421783166,4.34133615138,watch,0.133698194005,-3.47894870134,-5.42291715317,5.42291715317,downside,neutral
2024-08-10,neutral,-0.436930309999,elevated,62.9274514273,0,55.3151506677,0,86.9383570586,7.44564119026,65847.1903255,0,100,0,-25.1237490283,7.25870632377,82.5641025641,8754236446.82,4,0,0,0,38.9318440101,53.1151058287,14.1832618186,-814.66463608,44.149523226,1112.3048759,29.1160254933,-806.523183611,30.4406935073,1163.54240284,60.4445987453,61.4613556137,5.23150091912,watch,-3.60782330074,-3.60782330074,-5.54919617211,5.54919617211,downside,neutral
2024-08-11,downside,-15.1935740808,high,66.10340933,-66.10340933,46.739688645,0,78.0453016339,7.70437732413,65645.9193313,17.8889899653,100,-0,-66.26670804,-27.5205966774,95.0641025641,8454577221.66,4,99.512403515,29845207.5122,72939.9176166,53.258485603,40.6640003419,-12.5944852611,-471.901449001,42.2585684049,1526.97553126,27.8158880236,-463.456187243,29.1502804991,1580.12505568,59.1566210181,62.5412933891,-12.6600069036,watch,1.07423189438,3.16459686062,3.16459686062,3.16459686062,upside,high downside volatility potential
2024-08-12,neutral,1.35262412647,high,69.2839645883,0,45.6181686286,0,80.850674994,7.64240700118,65707.5383686,0,100,0,-61.7171321689,12.4734976819,70.0641025641,8495517291.89,4,99.7192677886,48547066.1454,68239.411186,35.1993218938,46.1912695504,10.9919476566,-571.548401797,41.3267615395,1930.00478171,49.9399870324,-563.191462447,29.0321028094,410.464732499,96.0641755842,95.1869735315,28.5820942432,cascade-ready,2.06814825803,-3.05544505054,-3.05544505054,3.05544505054,downside,neutral
